id,pp,x,y,z
0,590956.815,-80,0,175
0.53511705685619,590963.874723,-79.464882943144,0,175
1.0702341137124,590970.934446,-78.929765886288,0,175
1.6053511705686,590977.994169,-78.394648829431,0,175
2.1404682274247,590985.05389199,-77.859531772575,0,175
2.6755852842809,590992.11361499,-77.324414715719,0,175
3.2107023411371,590999.17333799,-76.789297658863,0,175
3.7458193979933,591006.23306099,-76.254180602007,0,175
4.2809364548495,591013.29278399,-75.719063545151,0,175
4.8160535117057,591020.35250699,-75.183946488294,0,175
5.3511705685619,591027.41222998,-74.648829431438,0,175
5.8862876254181,591034.47195298,-74.113712374582,0,175
6.4214046822742,591041.53167598,-73.578595317726,0,175
6.9565217391304,591048.58075515,-73.04347826087,0,175
7.4916387959866,591055.37864483,-72.508361204013,0,175
8.0267558528428,591062.1765345,-71.973244147157,0,175
8.561872909699,591068.97442418,-71.438127090301,0,175
9.0969899665552,591075.77231386,-70.903010033445,0,175
9.6321070234114,591082.57020353,-70.367892976589,0,175
10.167224080268,591089.36809321,-69.832775919732,0,175
10.702341137124,591096.16598289,-69.297658862876,0,175
11.23745819398,591102.96387257,-68.76254180602,0,175
11.772575250836,591109.76176224,-68.227424749164,0,175
12.307692307692,591116.55965192,-67.692307692308,0,175
12.842809364548,591123.3575416,-67.157190635452,0,175
13.377926421405,591130.15543128,-66.622073578595,0,175
13.913043478261,591136.95332095,-66.086956521739,0,175
14.448160535117,591143.75121063,-65.551839464883,0,175
14.983277591973,591150.54910031,-65.016722408027,0,175
15.518394648829,591157.34698999,-64.481605351171,0,175
16.053511705686,591100.90333404,-63.946488294314,0,175
16.588628762542,591073.73148366,-63.411371237458,0,175
17.123745819398,591089.04731064,-62.876254180602,0,175
17.658862876254,591104.36313762,-62.341137123746,0,175
18.19397993311,591119.67896461,-61.80602006689,0,175
18.729096989967,591134.99479159,-61.270903010033,0,175
19.264214046823,591150.31061858,-60.735785953177,0,175
19.799331103679,591165.62644556,-60.200668896321,0,175
20.334448160535,591180.94227255,-59.665551839465,0,175
20.869565217391,591196.25809953,-59.130434782609,0,175
21.404682274247,591211.57392652,-58.595317725753,0,175
21.939799331104,591226.8897535,-58.060200668896,0,175
22.47491638796,591242.20558048,-57.52508361204,0,175
23.010033444816,591202.83404667,-56.989966555184,0,175
23.545150501672,591125.94853106,-56.454849498328,0,175
24.080267558528,591049.06301544,-55.919732441472,0,175
24.615384615385,590983.13472953,-55.384615384615,0,175
25.150501672241,590953.38011428,-54.849498327759,0,175
25.685618729097,590923.62549903,-54.314381270903,0,175
26.220735785953,590893.87088379,-53.779264214047,0,175
26.755852842809,590864.11626854,-53.244147157191,0,175
27.290969899666,590834.36165329,-52.709030100334,0,175
27.826086956522,590296.71346548,-52.173913043478,0,175
28.361204013378,589506.79671597,-51.638795986622,0,175
28.896321070234,588716.87996646,-51.103678929766,0,175
29.43143812709,587926.96321694,-50.56856187291,0,175
29.966555183946,587643.87174263,-50.033444816054,0,175
30.501672240803,591514.71493,-49.498327759197,0,175
31.036789297659,594092.67886997,-48.963210702341,0,175
31.571906354515,595791.91429889,-48.428093645485,0,175
32.107023411371,597491.14972782,-47.892976588629,0,175
32.642140468227,600724.54697156,-47.357859531773,0,175
33.177257525084,605259.29290226,-46.822742474916,0,175
33.71237458194,609794.03883296,-46.28762541806,0,175
34.247491638796,614328.78476366,-45.752508361204,0,175
34.782608695652,618863.53069436,-45.217391304348,0,175
35.317725752508,620707.66254575,-44.682274247492,0,175
35.852842809365,620710.84792182,-44.147157190635,0,175
36.387959866221,620714.03329789,-43.612040133779,0,175
36.923076923077,620718.02154105,-43.076923076923,0,175
37.458193979933,620723.05986889,-42.541806020067,0,175
37.993311036789,620728.78842418,-42.006688963211,0,175
38.528428093645,620735.24967051,-41.471571906355,0,175
39.063545150502,620742.52648248,-40.936454849498,0,175
39.598662207358,620749.81079264,-40.401337792642,0,175
40.133779264214,620758.72330668,-39.866220735786,0,175
40.66889632107,620767.88031751,-39.33110367893,0,175
41.204013377926,620777.03732833,-38.795986622074,0,175
41.739130434783,620788.13606602,-38.260869565217,0,175
42.274247491639,620799.28872105,-37.725752508361,0,175
42.809364548495,620810.50824102,-37.190635451505,0,175
43.344481605351,620823.83880292,-36.655518394649,0,175
43.879598662207,620836.81624719,-36.120401337793,0,175
44.414715719064,620850.4149249,-35.585284280936,0,175
44.94983277592,620865.38282587,-35.05016722408,0,175
45.484949832776,620880.29814644,-34.515050167224,0,175
46.020066889632,620896.71130571,-33.979933110368,0,175
46.555183946488,620914.07250871,-33.444816053512,0,175
47.090301003344,620931.38982599,-32.909698996656,0,175
47.625418060201,620950.35208309,-32.374581939799,0,175
48.160535117057,620969.34079547,-31.839464882943,0,175
48.695652173913,620989.1808021,-31.304347826087,0,175
49.230769230769,621010.28931003,-30.769230769231,0,175
49.765886287625,621031.15885908,-30.234113712375,0,175
50.301003344482,621054.82969838,-29.698996655518,0,175
50.836120401338,621078.25525333,-29.163879598662,0,175
51.371237458194,621102.71030794,-28.628762541806,0,175
51.90635451505,621128.74810136,-28.09364548495,0,175
52.441471571906,621154.60396677,-27.558528428094,0,175
52.976588628763,621182.67289299,-27.023411371237,0,175
53.511705685619,621210.56929292,-26.488294314381,0,175
54.046822742475,621240.19368909,-25.953177257525,0,175
54.581939799331,621271.09953756,-25.418060200669,0,175
55.117056856187,621302.70459432,-24.882943143813,0,175
55.652173913043,621336.38201961,-24.347826086957,0,175
56.1872909699,621369.7831695,-23.8127090301,0,175
56.722408026756,621405.84354667,-23.277591973244,0,175
